key,variance,split
sock,0.6655009002175424,vg_noun
sofa,0.7925289979530054,vg_noun
spectacles,0.6172193014591192,vg_noun
spectator,0.8141034551185112,vg_noun
spoon,0.7420138719850494,vg_noun
star,0.661604719866626,vg_noun
station,0.7383575130545791,vg_noun
statue,0.7842247653915827,vg_noun
stick,0.8441873699903457,vg_noun
stove,0.7768130721791587,vg_noun
strap,0.745995708893737,vg_noun
street,0.8055179906017443,vg_noun
string,0.8565751875985019,vg_noun
suit,0.8023446688198805,vg_noun
sun,0.868661156617672,vg_noun
sunglasses,0.5502937038439741,vg_noun
surfboard,0.8024517665823071,vg_noun
surfer,0.7256521038666108,vg_noun
sweater,0.8100268039127521,vg_noun
tag,0.6230294344760247,vg_noun
tail,0.8143715682453734,vg_noun
teddy,0.7388813485531757,vg_noun
telephone,0.7161785601117086,vg_noun
television,0.6763583966546092,vg_noun
thunderbolt,0.5540203172899084,vg_noun
tile,0.8236929667097279,vg_noun
tip,0.6354103834439191,vg_noun
tire,0.7815093845226556,vg_noun
toilet,0.6223678203990225,vg_noun
tomato,0.7195393609321236,vg_noun
tooth,0.5852628634320401,vg_noun
toothbrush,0.7838029434667237,vg_noun
topping,0.7777492246242452,vg_noun
towel,0.7656233290744889,vg_noun
tower,0.8113788148320847,vg_noun
train,0.6879388854658084,vg_noun
tray,0.845968056057752,vg_noun
tree,0.8550491463925796,vg_noun
trouser,0.7779465111237264,vg_noun
truck,0.769233695728703,vg_noun
trunk,0.847020985402846,vg_noun
umbrella,0.8219718218028413,vg_noun
umpire,0.6267627204146455,vg_noun
uniform,0.7362073907335068,vg_noun
vase,0.7673566998848201,vg_noun
vegetable,0.7949845865871664,vg_noun
vehicle,0.8010951826463755,vg_noun
vest,0.6942203159215005,vg_noun
wall,0.8936110136821652,vg_noun
watch,0.5320566137412431,vg_noun
watchband,0.5605710733124796,vg_noun
water,0.8842076281457205,vg_noun
wave,0.7974204278089485,vg_noun
weed,0.8158497143129366,vg_noun
wheel,0.750818735192486,vg_noun
window,0.8123125628317216,vg_noun
windshield,0.7699175417154059,vg_noun
wine,0.718636120661258,vg_noun
wing,0.8040820525663812,vg_noun
wire,0.8755208350574741,vg_noun
woman,0.8148786671852613,vg_noun
wood,0.9226953697663547,vg_noun
word,0.722859378101719,vg_noun
wrist,0.6143239840664414,vg_noun
writing,0.7465819403309772,vg_noun
zebra,0.3196970709322522,vg_noun
abscond,0.8823050961008875,vg_verb
achieve,0.8949779831955796,vg_verb
add,0.8986746742194616,vg_verb
adjourn,0.6482808095285388,vg_verb
adjust,0.8882839886301206,vg_verb
admire,0.8722331636444329,vg_verb
advertise,0.8549430359603487,vg_verb
affix,0.9163545927481113,vg_verb
analyze,0.9173996396478026,vg_verb
anchor,0.8849278607445238,vg_verb
announce,0.8528344736723604,vg_verb
applaud,0.6713140898586039,vg_verb
approach,0.896379511318035,vg_verb
arm,0.8707531408797334,vg_verb
arouse,0.7330379010615544,vg_verb
arrange,0.8157852533522939,vg_verb
arrive,0.9430751996999939,vg_verb
assemble,0.9071962686941002,vg_verb
associate,0.9457130660641767,vg_verb
attach,0.9379843857887283,vg_verb
attend,0.8205976388911158,vg_verb
bag,0.6724239127810057,vg_verb
bake,0.8299274269469289,vg_verb
balance,0.8176743763164397,vg_verb
ball,0.8247480481070864,vg_verb
barricade,0.9025195874037183,vg_verb
bathe,0.6628959141701303,vg_verb
be,0.9504992202766015,vg_verb
beckon,0.8976215130817898,vg_verb
become,0.9249448607077967,vg_verb
bench,0.8162686725444208,vg_verb
bend,0.9168241077668124,vg_verb
bespeak,0.8208383105302073,vg_verb
bite,0.9271324103767571,vg_verb
blacken,0.9398828893375162,vg_verb
bloom,0.8499874888757747,vg_verb
blush,0.6595064093904796,vg_verb
board,0.7912797803114519,vg_verb
body,0.8527650206390963,vg_verb
bounce,0.6644833222072776,vg_verb
box,0.8133316060615629,vg_verb
bring,0.9052169303194472,vg_verb
brown,0.9411383308076506,vg_verb
burn,0.8546822662499379,vg_verb
buy,0.7412665525478978,vg_verb
cable,0.8042715551351821,vg_verb
cancel,0.8806423357958701,vg_verb
cap,0.7920994189847643,vg_verb
carve,0.9457428872424967,vg_verb
cause,0.8846420105437433,vg_verb
charge,0.8078285516870612,vg_verb
chase,0.9082494823043942,vg_verb
chew,0.9430758796905871,vg_verb
chip,0.6679450298160693,vg_verb
choose,0.7108440332636178,vg_verb
chop,0.7460312704805896,vg_verb
circle,0.9068701355827156,vg_verb
clamber,0.9137083664351988,vg_verb
clasp,0.7272176835019154,vg_verb
classify,0.8192484948175462,vg_verb
clean,0.9385356680957867,vg_verb
climb,0.9300020136758727,vg_verb
cling,0.8716840141805423,vg_verb
clock,0.9169755456038235,vg_verb
close,0.9491985953802429,vg_verb
coach,0.7119703733170495,vg_verb
coat,0.9085931659103694,vg_verb
coerce,0.8218527987713933,vg_verb
collar,0.8984295017604482,vg_verb
color,0.9392548407738323,vg_verb
complain,0.7241136799376101,vg_verb
constitute,0.8620687362245272,vg_verb
construct,0.9276483248170629,vg_verb
corner,0.8949789572081525,vg_verb
crash,0.752363698401889,vg_verb
crouch,0.75855452285517,vg_verb
cuddle,0.9182849544181991,vg_verb
cup,0.7984996437053983,vg_verb
curl,0.8920625150272306,vg_verb
dangle,0.9028315948651755,vg_verb
decorate,0.9377185471877972,vg_verb
deliver,0.8684684238907556,vg_verb
deprive,0.8821680062421607,vg_verb
descend,0.9355635908356553,vg_verb
describe,0.9276943248594821,vg_verb
desire,0.8934686165509412,vg_verb
detect,0.9150524816878196,vg_verb
die,0.8913937526665078,vg_verb
dine,0.757828001102542,vg_verb
dirty,0.9136174375576221,vg_verb
discard,0.8360526040570628,vg_verb
discontinue,0.7818085896462309,vg_verb
distribute,0.9377382715511133,vg_verb
dive,0.8136720227634573,vg_verb
divide,0.8957934315754291,vg_verb
dock,0.6531689178436416,vg_verb
drape,0.8987286210295008,vg_verb
dress,0.8531379688944281,vg_verb
drink,0.9197827152306276,vg_verb
drip,0.9101393984231181,vg_verb
drive,0.8494054194441962,vg_verb
dunk,0.8600262614933736,vg_verb
duplicate,0.7903596487560993,vg_verb
eat,0.9166055777665184,vg_verb
embrace,0.896877090090436,vg_verb
emerge,0.9294698928673137,vg_verb
encase,0.8953234244618528,vg_verb
end,0.9351506056824178,vg_verb
enjoy,0.9230461045585635,vg_verb
enter,0.9015863466323417,vg_verb
etch,0.9280737008066083,vg_verb
eye,0.8845870733492186,vg_verb
fasten,0.8599617763878706,vg_verb
feed,0.8640171532727273,vg_verb
field,0.8154802572533536,vg_verb
fill,0.9068104896181667,vg_verb
film,0.8156422654467662,vg_verb
filter,0.8878526419947825,vg_verb
float,0.890464190788283,vg_verb
flog,0.8674725109830731,vg_verb
fly,0.7880602095868858,vg_verb
foot,0.7836336208652896,vg_verb
forget,0.8391031617787205,vg_verb
form,0.9033455668105796,vg_verb
front,0.937551349068682,vg_verb
frost,0.8449056961478221,vg_verb
fry,0.8119788595842689,vg_verb
function,0.883368157548729,vg_verb
gather,0.9117408371097183,vg_verb
gaze,0.9329218354083548,vg_verb
gesticulate,0.7957562403063272,vg_verb
give,0.9176607163147817,vg_verb
glance,0.9220553711584218,vg_verb
glaze,0.6018652297354598,vg_verb
glitter,0.909962018515761,vg_verb
glue,0.6953644760586255,vg_verb
grip,0.8795711433920118,vg_verb
grok,0.9009646115566683,vg_verb
group,0.9022505683896681,vg_verb
guard,0.9147392080464353,vg_verb
hang,0.915838530001822,vg_verb
happen,0.8809462687713067,vg_verb
harbor,0.7537100297668599,vg_verb
hat,0.7811572693835728,vg_verb
haul,0.8565093142777724,vg_verb
have,0.9520476263274422,vg_verb
hedge,0.8539522623718541,vg_verb
help,0.9043852429898128,vg_verb
herd,0.7316834897142007,vg_verb
hide,0.9563943967369924,vg_verb
house,0.884753098733471,vg_verb
identify,0.9286821421040821,vg_verb
include,0.9491229083287813,vg_verb
inspect,0.8953190698904204,vg_verb
install,0.8793907779631066,vg_verb
intersect,0.8473232273399263,vg_verb
intertwine,0.8241854096234837,vg_verb
iron,0.8302766906881561,vg_verb
jab,0.9417643134849666,vg_verb
jacket,0.5500695800978613,vg_verb
jet,0.738989265118601,vg_verb
join,0.9179591610158924,vg_verb
juggle,0.6015147883917245,vg_verb
jump,0.8431470160164888,vg_verb
keep,0.941059325821514,vg_verb
kneel,0.814020049350954,vg_verb
land,0.7351607563064174,vg_verb
lavish,0.7672937950774269,vg_verb
lead,0.915682404874865,vg_verb
lean,0.9448782762510723,vg_verb
leave,0.9604785899376646,vg_verb
let,0.8924892900745651,vg_verb
letter,0.8473764990113097,vg_verb
license,0.8222832512854902,vg_verb
lie,0.9548709806813053,vg_verb
light,0.9152189053107677,vg_verb
list,0.8473447749995741,vg_verb
listen,0.7904396044602887,vg_verb
litter,0.8993835327068814,vg_verb
load,0.8856026072743903,vg_verb
locate,0.9191251646121622,vg_verb
lock,0.8067283441876136,vg_verb
lose,0.864670103143819,vg_verb
lower,0.9316093673105956,vg_verb
make,0.935859251957999,vg_verb
man,0.8957703683511778,vg_verb
marry,0.63793807790558,vg_verb
match,0.9104175878289791,vg_verb
mean,0.8336493763517038,vg_verb
meet,0.8010036512035292,vg_verb
milk,0.635448680322154,vg_verb
model,0.7271112437826794,vg_verb
moderate,0.8675525995233784,vg_verb
name,0.9332377932800764,vg_verb
necessitate,0.9380757669970032,vg_verb
neglect,0.8616726245915068,vg_verb
note,0.8438799804415671,vg_verb
obscure,0.78154204506868,vg_verb
open,0.932393643128375,vg_verb
order,0.6988518121065925,vg_verb
originate,0.9237149210981708,vg_verb
overcharge,0.9234206919018891,vg_verb
own,0.9116660254781139,vg_verb
paddle,0.7541866099260958,vg_verb
paint,0.9403239243047922,vg_verb
pamper,0.8574279993052879,vg_verb
panel,0.7853394627962313,vg_verb
pant,0.8164627524810069,vg_verb
parallel,0.8744436170087616,vg_verb
park,0.8145485744487866,vg_verb
patch,0.8562270080282091,vg_verb
pay,0.8818150355647566,vg_verb
peck,0.8790050809063533,vg_verb
peddle,0.5729476772307768,vg_verb
peer,0.9192745641716211,vg_verb
people,0.8540462726374733,vg_verb
perform,0.7839788026240992,vg_verb
pet,0.8621677749251568,vg_verb
photograph,0.8827252226918849,vg_verb
pick,0.8242315196093274,vg_verb
plane,0.7391628844734257,vg_verb
play,0.8509222067247586,vg_verb
populate,0.9091980590319878,vg_verb
postpone,0.8762822544333356,vg_verb
pot,0.6736557235942303,vg_verb
pour,0.8347507050554425,vg_verb
power,0.8847729985486881,vg_verb
practice,0.8339531543845154,vg_verb
print,0.8739029139497805,vg_verb
promote,0.8945886488810415,vg_verb
protect,0.9265231306752858,vg_verb
publicize,0.849040970516482,vg_verb
pull,0.8614692221481726,vg_verb
punch,0.8266869650431684,vg_verb
push,0.8292640817169542,vg_verb
put,0.9575322973478855,vg_verb
rail,0.845114252241059,vg_verb
rain,0.6862220861948675,vg_verb
reach,0.7734389628712575,vg_verb
read,0.8836065287142894,vg_verb
record,0.700418818109841,vg_verb
reduce,0.8510649988038553,vg_verb
remove,0.8788747096187539,vg_verb
repair,0.7928512746953754,vg_verb
report,0.9168331155756337,vg_verb
resemble,0.9382699702484875,vg_verb
rid,0.7578171308643892,vg_verb
rock,0.906431841293482,vg_verb
roof,0.8433911893286518,vg_verb
row,0.7530510067899757,vg_verb
rub,0.9193498154294137,vg_verb
run,0.925391835824623,vg_verb
rush,0.8720040807221026,vg_verb
sag,0.9014922949461739,vg_verb
screen,0.8210865137402866,vg_verb
search,0.9197810242401594,vg_verb
seat,0.8551276662781997,vg_verb
see,0.9551813680937132,vg_verb
seize,0.8845344609948763,vg_verb
sell,0.7517181320330758,vg_verb
serve,0.8394380096497057,vg_verb
sew,0.8243676564300617,vg_verb
shadow,0.8752654327087758,vg_verb
shake,0.8741859935128538,vg_verb
share,0.8613800345913846,vg_verb
shave,0.8191820792934849,vg_verb
shear,0.622347574828405,vg_verb
shield,0.8637473065864607,vg_verb
shirt,0.8561569461164872,vg_verb
shock,0.8964728480944678,vg_verb
shoot,0.8760187782442465,vg_verb
shop,0.7116488157846297,vg_verb
show,0.9497884858463052,vg_verb
shriek,0.8091130529517017,vg_verb
sing,0.7607017606435035,vg_verb
sink,0.75677987614748,vg_verb
sip,0.806050936056185,vg_verb
sit,0.9384376557495403,vg_verb
sleep,0.86346007872319,vg_verb
slit,0.8107506167697337,vg_verb
smell,0.9444838174505191,vg_verb
smile,0.8619567469693127,vg_verb
smoke,0.7907720162166334,vg_verb
sniff,0.9398903382119692,vg_verb
snog,0.9245629450797456,vg_verb
snow,0.7846644817001919,vg_verb
soar,0.770967386557141,vg_verb
solicit,0.806268605543179,vg_verb
solve,0.9194507428755869,vg_verb
spit,0.8556821516111175,vg_verb
sport,0.8844553609326119,vg_verb
spray,0.8686848364868065,vg_verb
spread,0.9422915910369204,vg_verb
spurt,0.8072185069310719,vg_verb
square,0.8115390599962116,vg_verb
squat,0.7151182509881298,vg_verb
squint,0.8360789042107496,vg_verb
stain,0.8184790278612684,vg_verb
stand,0.9229573138883422,vg_verb
state,0.8519669656931066,vg_verb
stay,0.9492988685749763,vg_verb
steel,0.8447341624993793,vg_verb
steer,0.8719365530337985,vg_verb
step,0.8882226541094295,vg_verb
stone,0.8820755452708918,vg_verb
store,0.8869618618718402,vg_verb
stretch,0.9060889305109833,vg_verb
string,0.8141821607074614,vg_verb
style,0.8780536189540508,vg_verb
suit,0.7470035154587408,vg_verb
supply,0.9388146298297043,vg_verb
surround,0.9311623326877686,vg_verb
suspend,0.8608174174315043,vg_verb
swerve,0.891145420652129,vg_verb
swim,0.7688615442223004,vg_verb
swing,0.6045130361782337,vg_verb
tag,0.871225141301514,vg_verb
talk,0.8265473763756507,vg_verb
target,0.8264092398173654,vg_verb
teach,0.8355204218042991,vg_verb
tend,0.9200833335452446,vg_verb
tether,0.8524841130514679,vg_verb
tie,0.9145324437898519,vg_verb
total,0.9003498647729508,vg_verb
train,0.8315085401762247,vg_verb
trash,0.8319862092888507,vg_verb
travel,0.8853284604486755,vg_verb
traverse,0.9381955400722268,vg_verb
trickle,0.6691961013654014,vg_verb
trot,0.8886374707853915,vg_verb
truck,0.496952614198308,vg_verb
try,0.8470788650815521,vg_verb
tuck,0.9320168430070059,vg_verb
twirl,0.8370423337715747,vg_verb
type,0.8500052965944592,vg_verb
undress,0.8769355052390975,vg_verb
urge,0.8166709919901948,vg_verb
use,0.9048266110372298,vg_verb
visit,0.8646366673024409,vg_verb
visualize,0.9200315309627825,vg_verb
vomit,0.7682849942657092,vg_verb
wag,0.8864156692037896,vg_verb
wait,0.8679871650477303,vg_verb
walk,0.8696317487377858,vg_verb
warn,0.8591617584917332,vg_verb
wash,0.9308245244129779,vg_verb
watch,0.8648420829761535,vg_verb
water,0.9192512626868472,vg_verb
wear,0.8560849376278914,vg_verb
wet,0.9143852998689431,vg_verb
whiten,0.9395036433637175,vg_verb
wipe,0.8354413771794893,vg_verb
work,0.8651887736350543,vg_verb
write,0.930900008452566,vg_verb
writhe,0.8996271009050009,vg_verb
yellow,0.91977819930516,vg_verb
